bird,power_text,mapped_class,mapped_kwargs,power_source,strict_mapped,semantic_tested_word_for_word,smoke_covered,status,notes,row_signature
Great Tit,"Reset the birdfeeder. If you do, gain 1 [die] from the birdfeeder after resetting.",backend.powers.templates.gain_food.ResetFeederGainFood,"{""cache"": false, ""food_type"": null}",strict,True,True,True,PASS,,09992e0b2ff7e801d5877893
Greater Adjutant,"Copy one bonus card of the player on your left, as if it were your own (score it based on your own birds).",backend.powers.templates.unique.CopyNeighborBonusCard,"{""direction"": ""left""}",strict,True,True,True,PASS,,c3d2771f801a4f43dbbc27b3
Greater Flamingo,"Choose 1 other player. For each action cube on their [wetland], tuck 1 [card] from your hand behind this bird, then draw an equal number of [card].",backend.powers.templates.strict.TuckHandThenDrawEqualPerOpponentWetlandCubes,{},strict,True,True,True,PASS,,39787ce64d41109e10bbb3ab
Greater Prairie-Chicken,Draw 2 new bonus cards and keep 1.,backend.powers.templates.draw_cards.DrawBonusCards,"{""discard_from_all_bonus"": false, ""draw"": 2, ""keep"": 1}",strict,True,True,True,PASS,,08eff19ab798f599031052a3
Greater Roadrunner,"Look at a [card] from the deck. If less than 50cm, tuck it behind this bird. If not, discard it.",backend.powers.templates.predator.PredatorLookAt,"{""cache_count"": 0, ""cache_food_type"": null, ""food_cost_includes"": ""set()"", ""habitat_filter"": null, ""wingspan_cmp"": ""lt"", ""wingspan_threshold"": 50}",strict,True,True,True,PASS,,e032345574713c9c7e7e44e7
Green Bee-Eater,"If there is at least 1 bird on the tray that has [invertebrate] in its food cost, tuck 1 of them behind this bird.",backend.powers.templates.strict.TuckTrayCardIfFoodCostIncludes,"{""food_type"": ""FoodType.INVERTEBRATE""}",strict,True,True,True,PASS,,aa68f09771e5b00749b197e1
Green Heron,Trade 1 [wild] for any other type from the supply.,backend.powers.templates.unique.TradeFoodForAny,{},strict,True,True,True,PASS,,e3599b5482a16a70aa408b24
Green Pheasant,All players lay 1 [egg].,backend.powers.templates.lay_eggs.LayEggs,"{""all_players"": true, ""count"": 1, ""habitat_filter"": null, ""nest_filter"": null, ""target"": ""any""}",strict,True,True,True,PASS,,14cb52bcde03a9209f7cef4e
Green Pygmy-Goose,Draw 2 [card] from the deck. Keep 1 and give the other to another player.,backend.powers.templates.strict.PinkEaredDuckDrawKeepGive,{},strict,True,True,True,PASS,,505e50c405f304727d25f29a
Grey Butcherbird,"Look at a [card] from the deck. If its wingspan is less than 40cm, tuck it behind this bird and cache 1 [rodent] from the supply on this bird. If not, discard it.",backend.powers.templates.predator.PredatorLookAt,"{""cache_count"": 1, ""cache_food_type"": ""FoodType.RODENT"", ""food_cost_includes"": ""set()"", ""habitat_filter"": null, ""wingspan_cmp"": ""lt"", ""wingspan_threshold"": 40}",strict,True,True,True,PASS,,02e3e7e6a8554e7f9e8c3ec0
Grey Heron,"Place this bird sideways, so that it covers 2 [wetland] spaces. Pay the lower egg cost.",backend.powers.templates.play_bird.PlaceBirdSideways,{},strict,True,True,True,PASS,,26d30b680bb9918252d3b218
Grey Shrikethrush,"Reset the birdfeeder and gain all [rodent], if there are any. You may cache any or all of them on this bird.",backend.powers.templates.strict.ResetFeederGainAllMayCacheAny,"{""food_type"": ""FoodType.RODENT""}",strict,True,True,True,PASS,,cab1481e244b8a741c279294
Grey Teal,"Look at 3 [card] from the deck. Keep 1 [wetland] bird, if there is one. You may add it to your hand or tuck it behind this bird. Discard the other cards.",backend.powers.templates.strict_more.LookAtDeckKeepHabitatBirdHandOrTuckDiscardRest,"{""habitat_filter"": ""Habitat.WETLAND"", ""look_count"": 3}",strict,True,True,True,PASS,,4b460843802a3538214a4526
Grey Warbler,Play another bird in your [forest]. Pay its normal cost with a 1 [egg] discount.,backend.powers.templates.play_bird.PlayAdditionalBird,"{""egg_discount"": 1, ""food_discount"": 0, ""habitat_filter"": ""Habitat.FOREST"", ""ignore_habitat"": false}",strict,True,True,True,PASS,,35bd678e38c26fb595d7d102
Grey-Headed Mannikin,"Play a bird. Pay its normal food cost, but ignore 1 [egg] in its egg cost. If it has a “when played” or “game end” power, you may use it.",backend.powers.templates.strict.EndGamePlayBird,"{""egg_discount"": 1, ""habitat_filter"": null}",strict,True,True,True,PASS,,a36e2141396f86239376d76a
Greylag Goose,"This bird counts double toward the end-of-round goal, if it qualifies for the goal.",backend.powers.templates.unique.CountsDoubleForGoal,{},strict,True,True,True,PASS,,cc34ead7da7a697b6b1644e5
Griffon Vulture,Choose any 1 player (including yourself). Cache 1 [rodent] from the supply on this bird for each [predator] that player has.,backend.powers.templates.strict.CacheRodentPerPredator,{},strict,True,True,True,PASS,,bc0c7c6a91125b7d8c3811de
Hawfinch,"Reset the birdfeeder. If you do, gain 1 [seed] from the birdfeeder after resetting.",backend.powers.templates.gain_food.ResetFeederGainFood,"{""cache"": false, ""food_type"": ""FoodType.SEED""}",strict,True,True,True,PASS,,b3b4db7115eb816b86383bae
Hermit Thrush,Player(s) with the fewest birds in their [forest] gain 1 [die] from birdfeeder.,backend.powers.templates.unique.FewestBirdsGainFood,"{""habitat"": ""Habitat.FOREST""}",strict,True,True,True,PASS,,a12f1268eaa0607ff4893b6f
Himalayan Monal,All players gain 1 [seed] from the supply. You also lay 1 [egg].,backend.powers.templates.strict.AllPlayersGainFoodThenSelfFoodOrEggBonus,"{""base_count"": 1, ""base_food_type"": ""FoodType.SEED"", ""self_egg_bonus"": 1, ""self_food_count"": 0, ""self_food_type"": null}",strict,True,True,True,PASS,,2b46e65aad65d7b67c21177a
Hooded Crow,"Choose 1 other player. For each action cube on their [grassland], tuck 1 [card] from your hand behind this bird, then draw an equal number of [card].",backend.powers.templates.strict.TuckHandThenDrawEqualPerOpponentGrasslandCubes,{},strict,True,True,True,PASS,,dd11fee1ffda6cc129894fa4
Hooded Merganser,Repeat 1 [predator] power in this habitat.,backend.powers.templates.unique.RepeatPredatorPower,{},strict,True,True,True,PASS,,d315deb4ba93c2fabbe4abcf
Hooded Warbler,,backend.powers.base.NoPower,{},strict,True,True,True,PASS,No power text on card,c7706f93aff2faa79cf5b090
Horned Lark,"When another player plays a bird in their [grassland], tuck 1 [card] from your hand behind this bird.",backend.powers.templates.strict.PinkTuckFromHandOnPlayInHabitat,"{""trigger_habitat"": ""Habitat.GRASSLAND""}",strict,True,True,True,PASS,,9a4a19b913b181edcdf1801b
Horsfield's Bronze-Cuckoo,"When another player takes the “lay eggs” action, lay 1 [egg] on a bird with a wingspan less than 30cm.",backend.powers.templates.strict.PinkLayEggOnTrigger,"{""nest_types"": null, ""on_self"": false, ""require_another_bird"": false, ""target_overage"": 0, ""wingspan_lt"": 30}",strict,True,True,True,PASS,,31b622d4aa4abcc89dbb4d27
Horsfield's Bushlark,"Discard 1 [seed]. If you do, lay up to 2 [egg] on this bird.",backend.powers.templates.strict_more.DiscardSpecificFoodThenLayEggOnSelfUpTo,"{""food_type"": ""FoodType.SEED"", ""max_eggs"": 2}",strict,True,True,True,PASS,,6cb8e683788c84494d57b353
House Crow,You may cache 1 [wild] from your supply on each bird in this row.,backend.powers.templates.strict.CacheWildOnEachBirdInRow,"{""include_self"": true}",strict,True,True,True,PASS,,be049c7e662302afa2d958fd
House Finch,"Tuck 1 [card] from your hand behind this bird. If you do, draw 1 [card].",backend.powers.templates.tuck_cards.TuckFromHand,"{""draw_count"": 1, ""food_count"": 0, ""food_type"": null, ""lay_count"": 0, ""tuck_count"": 1}",strict,True,True,True,PASS,,b158486beebe4a63bbbc75b8
House Sparrow,"Discard up to 5 [seed] from your supply. For each, tuck 1 [card] from the deck behind this bird.",backend.powers.templates.strict.DiscardFoodToTuckFromDeck,"{""food_type"": ""FoodType.SEED"", ""max_discard"": 5, ""tuck_per_discard"": 1}",strict,True,True,True,PASS,,cb54c7ef5290abef6d3e8acf
House Wren,Play an additional bird in this bird's habitat. Pay its normal cost.,backend.powers.templates.play_bird.PlayAdditionalBird,"{""egg_discount"": 0, ""food_discount"": 0, ""habitat_filter"": null, ""ignore_habitat"": false}",strict,True,True,True,PASS,,de06efef53a8db860af51f14
Ibisbill,All players draw 1 [card] from the deck and gain 1 [invertebrate] from the supply. You draw 1 additional [card] from the deck.,backend.powers.templates.strict.AllPlayersDrawCardsWithSelfBonus,"{""all_players_draw"": 1, ""all_players_food_count"": 1, ""all_players_food_type"": ""FoodType.INVERTEBRATE"", ""self_extra_draw"": 1}",strict,True,True,True,PASS,,f669e9f397b7b4c770e059ae
Inca Dove,Lay 1 [egg] on each of your birds with a [platform] nest.,backend.powers.templates.strict.EndGameLayEggOnMatchingNest,"{""nest_types"": ""{<NestType.PLATFORM: 'platform'>}""}",strict,True,True,True,PASS,,b4bf56517850704fba1ac440
Indian Peafowl,All players draw 2 [card] from the deck. You draw 1 additional [card].,backend.powers.templates.strict.AllPlayersDrawCardsWithSelfBonus,"{""all_players_draw"": 2, ""all_players_food_count"": 0, ""all_players_food_type"": null, ""self_extra_draw"": 1}",strict,True,True,True,PASS,,21eaa9a1aac2954b8fc6ccf7
Indian Vulture,"Copy one bonus card of the player on your right, as if it were your own (score it based on your own birds).",backend.powers.templates.unique.CopyNeighborBonusCard,"{""direction"": ""right""}",strict,True,True,True,PASS,,66f642a2628cb4d0913817b7
Indigo Bunting,"Gain 1 [invertebrate] or [fruit] from the birdfeeder, if available.",backend.powers.templates.gain_food.GainFoodFromFeeder,"{""count"": 1, ""food_types"": [""FoodType.INVERTEBRATE"", ""FoodType.FRUIT""], ""may_cache"": false}",strict,True,True,True,PASS,,9d028735810a891ac8d0e237
Juniper Titmouse,Cache 1 [seed] from the supply on this bird.,backend.powers.templates.cache_food.CacheFoodFromSupply,"{""count"": 1, ""food_type"": ""FoodType.SEED"", ""spendable"": false}",strict,True,True,True,PASS,,c77fc07bcd3091c37c879c6d
Kea,Draw 1 bonus card. You may discard any number of [wild] to draw that many additional bonus cards. Keep 1 of the cards you drew and discard the rest.,backend.powers.templates.strict.KeaDrawBonusDiscardFoodForMoreKeepOne,{},strict,True,True,True,PASS,,96d6d827f271c17b1eee61e9
Kelp Gull,Discard any number of [wild] to draw that many [card].,backend.powers.templates.draw_cards.DrawCards,"{""all_players"": false, ""draw"": 1, ""keep"": 1}",strict,True,True,True,PASS,,6db9329825618d94129b3b1a
Kererū,"If the player to your left has a [nectar] in their personal supply, gain 1 [nectar] from the general supply.",backend.powers.templates.strict_more.ConditionalNeighborHasFoodGainFood,"{""direction"": ""left"", ""food_type"": ""FoodType.NECTAR"", ""gain_count"": 1}",strict,True,True,True,PASS,,5be3966c5f55f2992b54b2f1
Killdeer,Discard 1 [egg] to draw 2 [card].,backend.powers.templates.special.DiscardEggForBenefit,"{""card_gain"": 2, ""egg_cost"": 1, ""food_gain"": 0, ""food_type"": null, ""require_other_bird"": false}",strict,True,True,True,PASS,,5c37945906e00cceed32c4e7
King Rail,Draw 2 new bonus cards and keep 1.,backend.powers.templates.draw_cards.DrawBonusCards,"{""discard_from_all_bonus"": false, ""draw"": 2, ""keep"": 1}",strict,True,True,True,PASS,,98fbf1882824860a580a0ef1
Korimako,Discard any number of [rodent] to gain that many [nectar] from the supply.,backend.powers.templates.strict_more.DiscardFoodToGainOtherFood,"{""discard_type"": ""FoodType.RODENT"", ""gain_type"": ""FoodType.NECTAR"", ""max_discard"": null}",strict,True,True,True,PASS,,905b8e266eb7e4f0683be9bb
Kākāpō,"Draw 4 bonus cards, keep 1, and discard the other 3.",backend.powers.templates.strict.EndGameDrawBonusKeep,"{""draw"": 4, ""keep"": 1}",strict,True,True,True,PASS,,3c7bfa0406bdc2c3ed99947f
Large-Billed Crow,"Cache 1 [wild] from your supply on any bird. If you do, you may tuck 1 [card] from your hand behind this bird.",backend.powers.templates.tuck_cards.TuckFromHand,"{""draw_count"": 0, ""food_count"": 0, ""food_type"": null, ""lay_count"": 0, ""tuck_count"": 1}",strict,True,True,True,PASS,,ba94778221082b96249f26a0
Laughing Kookaburra,"Reset the birdfeeder. If you do, gain 1 [invertebrate], [fish], or [rodent], if there is one.",backend.powers.templates.strict.ResetFeederGainOneFromOptions,"{""cache"": false, ""food_types"": [""FoodType.INVERTEBRATE"", ""FoodType.FISH"", ""FoodType.RODENT""]}",strict,True,True,True,PASS,,e8c11fe5e48d3ad8c5034344
Lazuli Bunting,All players lay 1 [egg] on any 1 [bowl] bird. You may lay 1 [egg] on 1 additional [bowl] bird.,backend.powers.templates.strict.AllPlayersLayEggsSelfBonus,"{""all_players_count"": 1, ""nest_filter"": ""NestType.BOWL"", ""self_bonus_count"": 1, ""self_bonus_must_be_distinct_bird"": true}",strict,True,True,True,PASS,,45b9a048033790469ae8f7da
Lesser Frigatebird,All players may discard 1 [egg] from a [wetland] bird. Each player that discards an [egg] gains 1 [wild] from the supply.,backend.powers.templates.strict.AllPlayersMayDiscardEggFromHabitatForWild,"{""habitat"": ""Habitat.WETLAND""}",strict,True,True,True,PASS,,8d5399104717119dd130e6b8
Lesser Whitethroat,Choose a habitat with no [egg]. Lay 1 [egg] on each bird in that habitat.,backend.powers.templates.strict.ChooseEgglessHabitatLayEggEachBird,{},strict,True,True,True,PASS,,036548ff7fcea052d0271e20
Lewin's Honeyeater,Choose 1 other player. You both gain 1 [nectar] from the supply.,backend.powers.templates.strict_more.ChooseOtherPlayerBothGainFood,"{""count"": 1, ""food_type"": ""FoodType.NECTAR""}",strict,True,True,True,PASS,,62a514ebf9c1f3aa85016bb8
Lincoln's Sparrow,"If this bird is to the right of all other birds in its habitat, move it to another habitat.",backend.powers.templates.special.MoveBird,{},strict,True,True,True,PASS,,f0fe743bb799a444624a4e8e
Little Bustard,Draw 1 new bonus card. Then gain 1 [card] or lay 1 [egg] on any bird.,backend.powers.templates.strict.SnowyOwlBonusThenChoice,{},strict,True,True,True,PASS,,c17687d3c32a705c2f40ecd4
Little Egret,Draw 1 [card] from the deck and add it to your hand. All other players draw 1 [card] from the deck and keep it if it can live in [wetland].,backend.powers.templates.draw_cards.DrawCards,"{""all_players"": false, ""draw"": 1, ""keep"": 1}",strict,True,True,True,PASS,,e6980e368862650625996a63
Little Grebe,"For each bird in this column with an [egg] on it, draw 1 [card]. Keep 1 and discard the rest.",backend.powers.templates.strict.DrawPerColumnBirdWithEggKeepOne,"{""keep"": 1}",strict,True,True,True,PASS,,c37d49f0bf4f19a0fc576e78
Little Owl,Steal 1 [rodent] from another player's supply and cache it on this bird. They gain 1 [die] from the birdfeeder.,backend.powers.templates.strict.StealSpecificFoodCacheThenTargetGainDieFromFeeder,"{""food_type"": ""FoodType.RODENT""}",strict,True,True,True,PASS,,6cff6edac9e4c57cf7f95810
Little Penguin,"Draw and discard 5 [card] from the deck. For each [fish] in their food costs, cache 1 [fish] from the supply on this bird.",backend.powers.templates.tuck_cards.DrawDiscardCacheByFoodIcon,"{""cache_food_type"": ""FoodType.FISH"", ""draw_count"": 5, ""target_food"": ""FoodType.FISH""}",strict,True,True,True,PASS,,d718f6aa96d310b793ae3388
Little Pied Cormorant,"Lay 1 [egg] on each of your birds with a [platform] nest, including this one.",backend.powers.templates.strict.EndGameLayEggOnMatchingNest,"{""nest_types"": ""{<NestType.PLATFORM: 'platform'>}""}",strict,True,True,True,PASS,,ef135499550bfea45102e43d
Little Ringed Plover,"Discard 1 [card] from your hand. If you do, lay 1 [egg] on this bird.",backend.powers.templates.strict_more.DiscardCardThenLayEggOnSelf,"{""card_cost"": 1, ""egg_count"": 1}",strict,True,True,True,PASS,,6750054d5e72051db0a02983
Loggerhead Shrike,"When another player takes the “gain food” action, if they gain any number of [rodent], cache 1 [rodent] from the supply on this bird.",backend.powers.templates.strict.PinkCacheRodentOnOpponentRodentGain,{},strict,True,True,True,PASS,,5c5b8b1e66e8ae7442df2a9e
Long-Tailed Tit,"Place this bird sideways, so that it covers 2 [forest] spaces. Pay the lower egg cost.",backend.powers.templates.play_bird.PlaceBirdSideways,{},strict,True,True,True,PASS,,26ea42387cf239ff15b42356
Magpie-Lark,"Discard 2 [egg] from your [forest]. If you do, play 1 bird in your [grassland] at its normal food cost (ignore its egg cost). If it has a “when played” or “game end” power, you may use it.",backend.powers.templates.strict.EndGameMagpieLark,{},strict,True,True,True,PASS,,ae8fc56b2f6c13a027f792d1
Major Mitchell's Cockatoo,"Tuck 1 [card] from your hand behind this bird. If you do, all players gain 1 [seed] from the supply.",backend.powers.templates.strict.TuckFromHandThenAllPlayersGainFood,"{""food_type"": ""FoodType.SEED""}",strict,True,True,True,PASS,,a2e14ca125937850452654a4
Mallard,Draw 1 [card].,backend.powers.templates.draw_cards.DrawCards,"{""all_players"": false, ""draw"": 1, ""keep"": 1}",strict,True,True,True,PASS,,61cfc76822a2a695610861ba
Malleefowl,"Lay 1 [egg] on each of your birds with a [ground] nest, including this one.",backend.powers.templates.strict.EndGameLayEggOnMatchingNest,"{""nest_types"": ""{<NestType.GROUND: 'ground'>}""}",strict,True,True,True,PASS,,0113612da855ffa8ac46e173
Mandarin Duck,"Draw 5 [card] from the deck. Add 1 to your hand, tuck 1 behind this bird, give 1 to another player, and discard the rest.",backend.powers.templates.strict.EndRoundMandarinDuck,{},strict,True,True,True,PASS,,d336c4b45fe2a0de51a76520
Maned Duck,"Tuck up to 3 [card] from your hand behind this bird. If you tuck at least 1 [card], gain 1 [seed] from the supply.",backend.powers.templates.tuck_cards.TuckFromHand,"{""draw_count"": 0, ""food_count"": 1, ""food_type"": ""FoodType.SEED"", ""lay_count"": 0, ""tuck_count"": 3}",strict,True,True,True,PASS,,a333553a9f8c936207d585f2
Many-Colored Fruit-Dove,All players gain 1 [fruit] from the supply. You gain 1 additional [fruit] from the supply.,backend.powers.templates.strict.AllPlayersGainFoodThenSelfFoodOrEggBonus,"{""base_count"": 1, ""base_food_type"": ""FoodType.FRUIT"", ""self_egg_bonus"": 0, ""self_food_count"": 1, ""self_food_type"": ""FoodType.FRUIT""}",strict,True,True,True,PASS,,6e2698e74dfe82c9651f6f2a
Masked Lapwing,"Reset the birdfeeder, then, for each type of food in the birdfeeder, gain 1 of that type.",backend.powers.templates.gain_food.ResetFeederGainFood,"{""cache"": false, ""food_type"": null}",strict,True,True,True,PASS,,e43b4f108dbb04177b03dbfd
Mississippi Kite,"Roll all dice not in birdfeeder. If any are [rodent], cache 1 [rodent] from the supply on this bird.",backend.powers.templates.predator.PredatorDice,"{""cache_count"": 1, ""target_food"": ""FoodType.RODENT""}",strict,True,True,True,PASS,,fb7c2760a3e5d368e9925360
Mistletoebird,"Gain 1 [fruit] from the supply, or discard 1 [fruit] to gain 1 [nectar] from the supply.",backend.powers.templates.strict_more.GainFoodOrDiscardSameGainOther,"{""alternate_gain"": ""FoodType.NECTAR"", ""base_food"": ""FoodType.FRUIT""}",strict,True,True,True,PASS,,1e83ab7822098af329ce291e
Moltoni's Warbler,"If you used all 4 types of actions this round, play another bird. Pay its normal food and egg cost.",backend.powers.templates.strict.ConditionalAllActionsPlayBird,"{""habitat_filter"": null}",strict,True,True,True,PASS,,068302ac821d40b3ab142692
Montagu's Harrier,"Instead of paying any costs, you may play this bird on top of another bird on your player mat. Discard any eggs and food from that bird. It becomes a tucked card.",backend.powers.templates.play_bird.PlayOnTopPower,{},strict,True,True,True,PASS,,0485b58ab9388a470fe2622b
Mountain Bluebird,Play an additional bird in your [grassland]. Pay its normal cost.,backend.powers.templates.play_bird.PlayAdditionalBird,"{""egg_discount"": 0, ""food_discount"": 0, ""habitat_filter"": ""Habitat.GRASSLAND"", ""ignore_habitat"": false}",strict,True,True,True,PASS,,f9d22b9f706bcbfde3e2768a
Mountain Chickadee,Cache 1 [seed] from the supply on this bird.,backend.powers.templates.cache_food.CacheFoodFromSupply,"{""count"": 1, ""food_type"": ""FoodType.SEED"", ""spendable"": false}",strict,True,True,True,PASS,,86e97e078d140fffa8f19f95
Mourning Dove,Lay 1 [egg] on this bird.,backend.powers.templates.lay_eggs.LayEggs,"{""all_players"": false, ""count"": 1, ""habitat_filter"": null, ""nest_filter"": null, ""target"": ""self""}",strict,True,True,True,PASS,,45db7606769e6c1a22e1961f
Musk Duck,Draw 1 face-up [card] from the tray with a [ground] or [star] nest. You may reset or refill the tray before doing so.,backend.powers.templates.strict.WillieWagtailDrawTrayNest,"{""allow_refill"": true, ""allow_reset"": true, ""allowed_nests"": ""{<NestType.GROUND: 'ground'>, <NestType.WILD: 'wild'>}""}",strict,True,True,True,PASS,,543a80a16006dc3643f5f702
Mute Swan,"Choose 1-3 birds in your [wetland]. Tuck 1 [card] from your hand behind each. If you tuck at least 1 card, draw 1 [card].",backend.powers.templates.strict.ChooseBirdsInHabitatTuckFromHandEach,"{""draw_if_tucked"": 1, ""max_targets"": 3}",strict,True,True,True,PASS,,69139d584054bf9adb8ecbc1
New Holland Honeyeater,"Gain 1 [nectar] from the birdfeeder, if there is one.",backend.powers.templates.gain_food.GainFoodFromFeeder,"{""count"": 1, ""food_types"": [""FoodType.NECTAR""], ""may_cache"": false}",strict,True,True,True,PASS,,d3127d113f5bffb41f9a47f0
Noisy Miner,"Tuck 1 [card] from your hand behind this bird. If you do, lay up to 2 [egg] on this bird. All other players may lay 1 [egg].",backend.powers.templates.strict.NoisyMinerTuckLayOthersLayEgg,{},strict,True,True,True,PASS,,2f2662b0d94a96e1d3d55235
North Island Brown Kiwi,"Discard a bonus card. If you do, draw 4 bonus cards, keep 2, and discard the other 2.",backend.powers.templates.strict.NorthIslandBrownKiwiDiscardBonusDrawKeep,"{""draw"": 4, ""keep"": 2}",strict,True,True,True,PASS,,106ad935cb24ec7860fadf86
Northern Bobwhite,Lay 1 [egg] on this bird.,backend.powers.templates.lay_eggs.LayEggs,"{""all_players"": false, ""count"": 1, ""habitat_filter"": null, ""nest_filter"": null, ""target"": ""self""}",strict,True,True,True,PASS,,870f1b9f8e8421a745eee408
Northern Cardinal,Gain 1 [fruit] from the supply.,backend.powers.templates.gain_food.GainFoodFromSupply,"{""all_players"": false, ""count"": 1, ""food_types"": [""FoodType.FRUIT""], ""you_also"": false}",strict,True,True,True,PASS,,783905a593c8dea9e05d3ce4
Northern Flicker,Gain all [invertebrate] that are in the birdfeeder.,backend.powers.templates.gain_food.ResetFeederGainFood,"{""cache"": false, ""food_type"": ""FoodType.INVERTEBRATE""}",strict,True,True,True,PASS,,0824ebcd09d19f3960753aed
Northern Gannet,"Roll all dice not in birdfeeder. If any are a [fish], gain that many [fish] from the supply and cache them on this bird.",backend.powers.templates.predator.PredatorDice,"{""cache_count"": 1, ""target_food"": ""FoodType.FISH""}",strict,True,True,True,PASS,,f29f4c68513a63963d28d5b6
Northern Goshawk,"For each [rodent] in this bird's cost, you may pay 1 [card] from your hand instead. If you do, tuck the paid [card] behind this card.",backend.powers.templates.unique.TuckToPayCost,{},strict,True,True,True,PASS,,8a986c9caca8b09d8bd994c5
Northern Harrier,"Look at a [card] from the deck. If less than 75cm, tuck it behind this bird. If not, discard it.",backend.powers.templates.predator.PredatorLookAt,"{""cache_count"": 0, ""cache_food_type"": null, ""food_cost_includes"": ""set()"", ""habitat_filter"": null, ""wingspan_cmp"": ""lt"", ""wingspan_threshold"": 75}",strict,True,True,True,PASS,,ee2b651fabd3dea19e5d87a5
Northern Mockingbird,Repeat a brown power on another bird in this habitat.,backend.powers.templates.special.RepeatPower,{},strict,True,True,True,PASS,,0b843dbfe85f2b444aa2f018
Northern Shoveler,All players draw 1 [card] from the deck.,backend.powers.templates.draw_cards.DrawCards,"{""all_players"": true, ""draw"": 1, ""keep"": 1}",strict,True,True,True,PASS,,e861df8d7762896cbe8d2f77
Olive-Backed Sunbird,Each player may roll any 1 [die] and gain that food from the supply.,backend.powers.templates.gain_food.GainFoodFromSupply,"{""all_players"": true, ""count"": 1, ""food_types"": [""FoodType.WILD""], ""you_also"": false}",strict,True,True,True,PASS,,02fdbb9f9a97a3ad5885e807
Orange-Footed Scrubfowl,"Lay 1 [egg] on each of your birds with a [ground] nest, including this one.",backend.powers.templates.strict.EndGameLayEggOnMatchingNest,"{""nest_types"": ""{<NestType.GROUND: 'ground'>}""}",strict,True,True,True,PASS,,b30451993b3ecde49afb5882
Oriental Bay-Owl,Activate the “When Activated” (brown) powers of all of your other [predator].,backend.powers.templates.unique.ActivateAllPredators,{},strict,True,True,True,PASS,,0f89a7d3f0f86ee371121cb7
Oriental Magpie-Robin,"For every 3 [egg] in your [grassland], gain 1 [invertebrate] or [seed] from the supply. You may cache up to 2 of them on this bird.",backend.powers.templates.strict.PerThreeEggsInHabitatGainSeedOrInvertThenCache,"{""habitat"": ""Habitat.GRASSLAND"", ""max_cache"": 2}",strict,True,True,True,PASS,,baef619ddcf0330a2345c85f
Osprey,All players gain 1 [fish] from the supply.,backend.powers.templates.gain_food.GainFoodFromSupply,"{""all_players"": true, ""count"": 1, ""food_types"": [""FoodType.FISH""], ""you_also"": false}",strict,True,True,True,PASS,,5ee7b9c9b625cb90bc0c9140
Pacific Black Duck,"For every 2 [egg] in your [wetland], lay 1 [egg] on this bird.",backend.powers.templates.strict.EndGameLayEggOnSelfPerTwoEggsInHabitat,"{""habitat"": ""Habitat.WETLAND""}",strict,True,True,True,PASS,,da288d7e36dee0f6063617b3
Painted Bunting,Draw 2 new bonus cards and keep 1.,backend.powers.templates.draw_cards.DrawBonusCards,"{""discard_from_all_bonus"": false, ""draw"": 2, ""keep"": 1}",strict,True,True,True,PASS,,20959c3d42a12e0eeca01de5
Painted Whitestart,Gain 1 [invertebrate] from the supply.,backend.powers.templates.gain_food.GainFoodFromSupply,"{""all_players"": false, ""count"": 1, ""food_types"": [""FoodType.INVERTEBRATE""], ""you_also"": false}",strict,True,True,True,PASS,,73608ade97da69d269cfae2e
Parrot Crossbill,"Remove any 1 [die] from the birdfeeder, then gain 1 [seed] from the supply.",backend.powers.templates.gain_food.GainFoodFromFeeder,"{""count"": 1, ""food_types"": [""FoodType.SEED""], ""may_cache"": false}",strict,True,True,True,PASS,,1d0c62c1bfa53675bf225e68
Peaceful Dove,Discard any number of [seed]. Lay 1 [egg] on this bird for each discarded [seed].,backend.powers.templates.strict_more.DiscardFoodToLayEggOnSelf,"{""food_type"": ""FoodType.SEED"", ""max_discard"": null}",strict,True,True,True,PASS,,d74b44ce2b9c669340383cc0
Peregrine Falcon,"Look at a [card] from the deck. If less than 100cm, tuck it behind this bird. If not, discard it.",backend.powers.templates.predator.PredatorLookAt,"{""cache_count"": 0, ""cache_food_type"": null, ""food_cost_includes"": ""set()"", ""habitat_filter"": null, ""wingspan_cmp"": ""lt"", ""wingspan_threshold"": 100}",strict,True,True,True,PASS,,4d959de63c5fb29e1347a49e
Pesquet's Parrot,"If the player to your right has a [nectar] in their personal supply, gain 1 [nectar] from the general supply.",backend.powers.templates.strict_more.ConditionalNeighborHasFoodGainFood,"{""direction"": ""right"", ""food_type"": ""FoodType.NECTAR"", ""gain_count"": 1}",strict,True,True,True,PASS,,ba038a733db85c90040162df
Pheasant Coucal,"When another player takes the “lay eggs” action, lay 1 [egg] on this bird.",backend.powers.templates.strict.PinkLayEggOnTrigger,"{""nest_types"": null, ""on_self"": true, ""require_another_bird"": false, ""target_overage"": 0, ""wingspan_lt"": null}",strict,True,True,True,PASS,,a1373319f650187868d843e0
Philippine Eagle,"Roll all 5 [die]. You may reroll any number of [die], up to 2 times. If at least 3 [rodent] are showing when you stop, draw 2 bonus cards and keep 1. Reset the birdfeeder.",backend.powers.templates.strict.PhilippineEagleRodentBonus,{},strict,True,True,True,PASS,,66271eb637d594433b946e2c
Pied-Billed Grebe,"Draw 2 [card]. If you do, discard 1 [card] from your hand at the end of your turn.",backend.powers.templates.strict.DrawThenEndTurnDiscardFromHand,"{""discard"": 1, ""draw"": 2}",strict,True,True,True,PASS,,46bb952c56c65bacdb423c04
